symbol,year,open,volume
Microsoft,2017,70.5,23798300
Microsoft,2017,70.82,21512200
Microsoft,2017,70.209999,19891100
Microsoft,2017,70.540001,22965700
Microsoft,2017,70.089996,27617300
Microsoft,2017,71.400002,19607000
Microsoft,2017,70.110001,25215100
Microsoft,2017,69.209999,25806200
Microsoft,2017,69.379997,28918700
Microsoft,2017,68.779999,24161100
Microsoft,2017,69.330002,16165500
Microsoft,2017,68.260002,21176300
Microsoft,2017,68.269997,21117600
Microsoft,2017,68.699997,16878300
Microsoft,2017,69.459999,15014500
Microsoft,2017,70,17460000
Microsoft,2017,70.690002,17750900
Microsoft,2017,71.5,20269800
Microsoft,2017,72.239998,25868100
Microsoft,2017,72.800003,21803900
Microsoft,2017,73.089996,26435300
Microsoft,2017,73.5,22416200
Microsoft,2017,74.18,42361000
Microsoft,2017,73.449997,46717100
Microsoft,2017,73.529999,21394800
Microsoft,2017,73.800003,22018700
Microsoft,2017,74.339996,16252200
Microsoft,2017,73.760002,36844200
Microsoft,2017,72.669998,18306700
Microsoft,2017,73.300003,23600100
Microsoft,2017,73.099998,22132300
Microsoft,2017,72.550003,26499200
Microsoft,2017,72.190002,18214400
Microsoft,2017,72.400002,22579000
Microsoft,2017,72.800003,18705700
Microsoft,2017,72.089996,22044600
Microsoft,2017,72.25,22213400
Microsoft,2017,71.900002,24734500
Microsoft,2017,71.610001,21443700
Microsoft,2017,73.059998,20096600
Microsoft,2017,73.589996,19181400
Microsoft,2017,73.339996,18150400
Microsoft,2017,73.580002,22977500
Microsoft,2017,72.269997,18761500
Microsoft,2017,72.470001,17734800
Microsoft,2017,72.349998,14343700
Microsoft,2017,72.959999,13766500
Microsoft,2017,72.739998,17098300
Microsoft,2017,72.860001,12794300
Microsoft,2017,73.059998,14569700
Microsoft,2017,72.25,11478400
Microsoft,2017,73.010002,16897800
Microsoft,2017,74.029999,27652800
Microsoft,2017,74.709999,21736200
Microsoft,2017,73.339996,21556000
Microsoft,2017,73.739998,16535800
Microsoft,2017,73.68,17471200
Microsoft,2017,74.330002,14703800
Microsoft,2017,74.309998,17910400
Microsoft,2017,74.760002,14394900
Microsoft,2017,74.93,13380800
Microsoft,2017,75,15733900
Microsoft,2017,74.830002,38578400
Microsoft,2017,75.230003,23307000
Microsoft,2017,75.209999,16093300
Microsoft,2017,75.349998,21587900
Microsoft,2017,75.110001,19186100
Microsoft,2017,73.989998,14111400
Microsoft,2017,74.089996,24149200
Microsoft,2017,73.669998,18019600
Microsoft,2017,73.550003,19565100
Microsoft,2017,73.540001,10883800
Microsoft,2017,73.940002,17079100
Microsoft,2017,74.709999,15304800
Microsoft,2017,74.669998,12190400
Microsoft,2017,74.089996,13317700
Microsoft,2017,75.220001,21195300
Microsoft,2017,75.669998,13959800
Microsoft,2017,75.970001,11386500
Microsoft,2017,76.330002,13944500
Microsoft,2017,76.360001,15388900
Microsoft,2017,76.489998,16876500
Microsoft,2017,77.589996,15335700
Microsoft,2017,77.419998,12380100
Microsoft,2017,77.470001,16824000
Microsoft,2017,77.669998,13300700
Microsoft,2017,77.57,15092800
Microsoft,2017,78.32,22866400
Microsoft,2017,78.989998,20627200
Microsoft,2017,78.900002,17517200
Microsoft,2017,78.580002,20410800
Microsoft,2017,79.199997,32120700
Microsoft,2017,84.370003,71066700
Microsoft,2017,83.699997,31756700
Microsoft,2017,84.360001,27086600
Microsoft,2017,83.68,22307400
Microsoft,2017,83.349998,23992900
Microsoft,2017,84.080002,17633500
Microsoft,2017,84.199997,19860900
Microsoft,2017,84.769997,17939700
Microsoft,2017,84.139999,18034200
Microsoft,2017,84.110001,21178400
Microsoft,2017,83.790001,19397800
Microsoft,2017,83.660004,14196900
Microsoft,2017,83.5,18801300
Microsoft,2017,83.470001,19383100
Microsoft,2017,83.099998,20962800
Microsoft,2017,83.120003,22079000
Microsoft,2017,82.400002,16315000
Microsoft,2017,82.739998,21237500
Microsoft,2017,83.830002,20553100
Microsoft,2017,83.010002,7425600
Microsoft,2017,83.309998,18265200
Microsoft,2017,84.07,21926000
Microsoft,2017,84.709999,27381100
Microsoft,2017,83.510002,33054600
Microsoft,2017,83.599998,29532100
Microsoft,2017,84.419998,39094900
Microsoft,2017,81.339996,26152300
Microsoft,2017,81.550003,26162100
Microsoft,2017,82.540001,23184500
Microsoft,2017,83.629997,24489100
Microsoft,2017,84.290001,22857900
Microsoft,2017,85.309998,23924100
Microsoft,2017,85.739998,22062700
Microsoft,2017,85.43,19306000
Microsoft,2017,85.260002,53936700
Microsoft,2017,87.120003,22283800
Microsoft,2017,86.349998,23524800
Microsoft,2017,86.199997,23674900
Microsoft,2017,86.050003,17990700
Microsoft,2017,85.400002,14145800
